,movieId,title
1848,2458,Armed and Dangerous (1986)
1849,2459,"Texas Chainsaw Massacre, The (1974)"
1850,2460,"Texas Chainsaw Massacre 2, The (1986)"
1851,2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
1852,2463,Ruthless People (1986)
1853,2465,Deadly Friend (1986)
1854,2467,"Name of the Rose, The (Name der Rose, Der) (1986)"
1855,2468,Jumpin' Jack Flash (1986)
1856,2469,Peggy Sue Got Married (1986)
1857,2470,Crocodile Dundee (1986)
1858,2471,Crocodile Dundee II (1988)
1859,2472,Tough Guys (1986)
1860,2473,Soul Man (1986)
1861,2474,"Color of Money, The (1986)"
1862,2475,52 Pick-Up (1986)
1863,2476,Heartbreak Ridge (1986)
1864,2477,Firewalker (1986)
1865,2478,¡Three Amigos! (1986)
1866,2481,My Name Is Joe (1998)
1867,2482,Still Crazy (1998)
1868,2483,"Day of the Beast, The (Día de la Bestia, El) (1995)"
1869,2485,She's All That (1999)
1870,2488,Peeping Tom (1960)
1871,2490,Payback (1999)
1872,2491,Simply Irresistible (1999)
1873,2492,20 Dates (1998)
1874,2493,"Harmonists, The (1997)"
1875,2494,"Last Days, The (1998)"
1876,2495,"Fantastic Planet, The (Planète sauvage, La) (1973)"
1877,2496,Blast from the Past (1999)
1878,2497,Message in a Bottle (1999)
1879,2498,My Favorite Martian (1999)
1880,2500,Jawbreaker (1999)
1881,2501,October Sky (1999)
1882,2502,Office Space (1999)
1883,2503,"Apple, The (Sib) (1998)"
1884,2504,200 Cigarettes (1999)
1885,2505,8MM (1999)
1886,2506,"Other Sister, The (1999)"
1887,2511,"Long Goodbye, The (1973)"
1888,2512,"Ballad of Narayama, The (Narayama bushiko) (1983)"
1889,2513,Pet Sematary (1989)
1890,2514,Pet Sematary II (1992)
1891,2515,Children of the Corn II: The Final Sacrifice (1993)
1892,2516,Children of the Corn III (1994)
1893,2517,Christine (1983)
1894,2518,Night Shift (1982)
1895,2520,Airport (1970)
1896,2521,Airport 1975 (1974)
1897,2522,Airport '77 (1977)
1898,2523,Rollercoaster (1977)
1899,2524,"Towering Inferno, The (1974)"
1900,2525,Alligator (1980)
1901,2526,Meteor (1979)
1902,2527,Westworld (1973)
1903,2528,Logan's Run (1976)
1904,2529,Planet of the Apes (1968)
1905,2530,Beneath the Planet of the Apes (1970)
1906,2531,Battle for the Planet of the Apes (1973)
1907,2532,Conquest of the Planet of the Apes (1972)
1908,2533,Escape from the Planet of the Apes (1971)
1909,2534,Avalanche (1978)
1910,2535,Earthquake (1974)
1911,2537,Beyond the Poseidon Adventure (1979)
1912,2538,Dancemaker (1998)
1913,2539,Analyze This (1999)
1914,2540,"Corruptor, The (1999)"
1915,2541,Cruel Intentions (1999)
1916,2542,"Lock, Stock & Two Smoking Barrels (1998)"
1917,2544,"School of Flesh, The (École de la chair, L') (1998)"
1918,2546,"Deep End of the Ocean, The (1999)"
1919,2548,"Rage: Carrie 2, The (1999)"
1920,2549,Wing Commander (1999)
1921,2550,"Haunting, The (1963)"
1922,2551,Dead Ringers (1988)
1923,2552,My Boyfriend's Back (1993)
1924,2553,Village of the Damned (1960)
1925,2554,Children of the Damned (1963)
1926,2555,Baby Geniuses (1999)
1927,2557,I Stand Alone (Seul contre tous) (1998)
1928,2558,Forces of Nature (1999)
1929,2559,"King and I, The (1999)"
1930,2560,Ravenous (1999)
1931,2561,True Crime (1999)
1932,2563,Dangerous Beauty (1998)
1933,2565,"King and I, The (1956)"
1934,2566,Doug's 1st Movie (1999)
1935,2567,EDtv (1999)
1936,2568,"Mod Squad, The (1999)"
1937,2570,"Walk on the Moon, A (1999)"
1938,2571,"Matrix, The (1999)"
1939,2572,10 Things I Hate About You (1999)
1940,2573,Tango (1998)
1941,2574,"Out-of-Towners, The (1999)"
1942,2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)"
1943,2577,Metroland (1997)
1944,2579,Following (1998)
1945,2580,Go (1999)
1946,2581,Never Been Kissed (1999)
1947,2582,Twin Dragons (Shuang long hui) (1992)
1948,2583,Cookie's Fortune (1999)
1949,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
1950,2586,Goodbye Lover (1999)
1951,2587,Life (1999)
1952,2589,Friends & Lovers (1999)
1953,2590,Hideous Kinky (1998)
1954,2593,"Monster, The (Mostro, Il) (1994)"
1955,2594,Open Your Eyes (Abre los ojos) (1997)
1956,2596,SLC Punk! (1998)
1957,2597,Lost & Found (1999)
1958,2598,Pushing Tin (1999)
1959,2599,Election (1999)
1960,2600,eXistenZ (1999)
1961,2605,Entrapment (1999)
1962,2606,Idle Hands (1999)
1963,2607,Get Real (1998)
1964,2609,"King of Masks, The (Bian Lian) (1996)"
1965,2611,"Winslow Boy, The (1999)"
1966,2612,Mildred Pierce (1945)
1967,2613,Night of the Comet (1984)
1968,2614,Chopping Mall (a.k.a. Killbots) (1986)
1969,2615,My Science Project (1985)
1970,2616,Dick Tracy (1990)
1971,2617,"Mummy, The (1999)"
1972,2618,"Castle, The (1997)"
1973,2620,This Is My Father (1998)
1974,2622,William Shakespeare's A Midsummer Night's Dream (1999)
1975,2623,Trippin' (1999)
1976,2624,After Life (Wandafuru raifu) (1998)
1977,2625,Black Mask (Hak hap) (1996)
1978,2628,Star Wars: Episode I - The Phantom Menace (1999)
1979,2629,"Love Letter, The (1999)"
1980,2630,Besieged (a.k.a. L' Assedio) (1998)
1981,2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
1982,2633,"Mummy, The (1932)"
1983,2634,"Mummy, The (1959)"
1984,2639,Mommie Dearest (1981)
1985,2640,Superman (1978)
1986,2641,Superman II (1980)
1987,2642,Superman III (1983)
1988,2643,Superman IV: The Quest for Peace (1987)
1989,2644,Dracula (1931)
1990,2648,Frankenstein (1931)
1991,2651,Frankenstein Meets the Wolf Man (1943)
1992,2652,"Curse of Frankenstein, The (1957)"
1993,2654,"Wolf Man, The (1941)"
1994,2655,Howling II: Your Sister Is a Werewolf (1985)
1995,2656,Tarantula (1955)
1996,2657,"Rocky Horror Picture Show, The (1975)"
1997,2659,It Came from Hollywood (1982)
1998,2660,"Thing from Another World, The (1951)"
1999,2661,It Came from Outer Space (1953)
2000,2662,"War of the Worlds, The (1953)"
2001,2664,Invasion of the Body Snatchers (1956)
2002,2665,Earth vs. the Flying Saucers (1956)
2003,2668,Swamp Thing (1982)
2004,2669,Pork Chop Hill (1959)
2005,2670,Run Silent Run Deep (1958)
2006,2671,Notting Hill (1999)
2007,2672,"Thirteenth Floor, The (1999)"
2008,2674,"Loss of Sexual Innocence, The (1999)"
2009,2676,Instinct (1999)
2010,2677,Buena Vista Social Club (1999)
2011,2681,Free Enterprise (1998)
2012,2682,Limbo (1999)
2013,2683,Austin Powers: The Spy Who Shagged Me (1999)
2014,2686,"Red Violin, The (Violon rouge, Le) (1998)"
2015,2687,Tarzan (1999)
2016,2688,"General's Daughter, The (1999)"
2017,2690,"Ideal Husband, An (1999)"
2018,2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
2019,2692,Run Lola Run (Lola rennt) (1998)
2020,2693,Trekkies (1997)
2021,2694,Big Daddy (1999)
2022,2695,"Boys, The (1998)"
2023,2696,"Dinner Game, The (Dîner de cons, Le) (1998)"
2024,2697,My Son the Fanatic (1997)
2025,2698,Zone 39 (1997)
2026,2699,Arachnophobia (1990)
2027,2700,"South Park: Bigger, Longer and Uncut (1999)"
2028,2701,Wild Wild West (1999)
2029,2702,Summer of Sam (1999)
2030,2706,American Pie (1999)
2031,2707,Arlington Road (1999)
2032,2708,"Autumn Tale, An (Conte d'automne) (1998)"
2033,2709,Muppets From Space (1999)
2034,2710,"Blair Witch Project, The (1999)"
2035,2712,Eyes Wide Shut (1999)
2036,2713,Lake Placid (1999)
2037,2716,Ghostbusters (a.k.a. Ghost Busters) (1984)
2038,2717,Ghostbusters II (1989)
2039,2718,Drop Dead Gorgeous (1999)
2040,2719,"Haunting, The (1999)"
2041,2720,Inspector Gadget (1999)
2042,2722,Deep Blue Sea (1999)
2043,2723,Mystery Men (1999)
2044,2724,Runaway Bride (1999)
2045,2725,Twin Falls Idaho (1999)
2046,2726,"Killing, The (1956)"
2047,2727,Killer's Kiss (1955)
2048,2728,Spartacus (1960)
2049,2729,Lolita (1962)
2050,2730,Barry Lyndon (1975)
2051,2731,"400 Blows, The (Les quatre cents coups) (1959)"
2052,2732,Jules and Jim (Jules et Jim) (1961)
2053,2733,Vibes (1988)
2054,2734,"Mosquito Coast, The (1986)"
2055,2735,"Golden Child, The (1986)"
2056,2736,Brighton Beach Memoirs (1986)
2057,2737,Assassination (1987)
2058,2738,Crimes of the Heart (1986)
2059,2739,"Color Purple, The (1985)"
2060,2740,"Kindred, The (1986)"
2061,2741,No Mercy (1986)
2062,2742,Ménage (Tenue de soirée) (1986)
2063,2743,Native Son (1986)
2064,2744,Otello (1986)
2065,2745,"Mission, The (1986)"
2066,2746,Little Shop of Horrors (1986)
2067,2747,"Little Shop of Horrors, The (1960)"
2068,2748,Allan Quatermain and the Lost City of Gold (1987)
2069,2749,"Morning After, The (1986)"
2070,2750,Radio Days (1987)
2071,2751,From the Hip (1987)
2072,2752,Outrageous Fortune (1987)
2073,2754,Deadtime Stories (1987)
2074,2757,Frances (1982)
2075,2759,Dick (1999)
2076,2761,"Iron Giant, The (1999)"
2077,2762,"Sixth Sense, The (1999)"
2078,2763,"Thomas Crown Affair, The (1999)"
2079,2764,"Thomas Crown Affair, The (1968)"
2080,2765,"Acid House, The (1998)"
2081,2766,"Adventures of Sebastian Cole, The (1998)"
2082,2769,"Yards, The (2000)"
2083,2770,Bowfinger (1999)
2084,2771,Brokedown Palace (1999)
2085,2772,Detroit Rock City (1999)
2086,2774,Better Than Chocolate (1999)
2087,2775,Head On (1998)
2088,2779,Heaven Can Wait (1978)
2089,2782,Pit and the Pendulum (1961)
2090,2784,"Masque of the Red Death, The (1964)"
2091,2786,Haunted Honeymoon (1986)
2092,2787,Cat's Eye (1985)
2093,2788,Monty Python's And Now for Something Completely Different (1971)
2094,2789,Damien: Omen II (1978)
2095,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2096,2791,Airplane! (1980)
2097,2792,Airplane II: The Sequel (1982)
2098,2793,"American Werewolf in Paris, An (1997)"
2099,2794,European Vacation (aka National Lampoon's European Vacation) (1985)
2100,2795,National Lampoon's Vacation (1983)
2101,2796,Funny Farm (1988)
2102,2797,Big (1988)
2103,2798,Problem Child (1990)
2104,2799,Problem Child 2 (1991)
2105,2800,Little Nemo: Adventures in Slumberland (1992)
2106,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2107,2802,Tequila Sunrise (1988)
2108,2803,"Pelican Brief, The (1993)"
2109,2804,"Christmas Story, A (1983)"
2110,2805,Mickey Blue Eyes (1999)
2111,2806,Teaching Mrs. Tingle (1999)
2112,2807,Universal Soldier: The Return (1999)
2113,2808,Universal Soldier (1992)
2114,2810,Perfect Blue (1997)
2115,2812,In Too Deep (1999)
2116,2813,"Source, The (1999)"
2117,2815,Iron Eagle (1986)
2118,2816,Iron Eagle II (1988)
2119,2817,Aces: Iron Eagle III (1992)
2120,2818,Iron Eagle IV (1995)
2121,2819,Three Days of the Condor (3 Days of the Condor) (1975)
2122,2820,Hamlet (1964)
2123,2822,Medicine Man (1992)
2124,2824,On the Ropes (1999)
2125,2826,"13th Warrior, The (1999)"
2126,2827,"Astronaut's Wife, The (1999)"
2127,2828,Dudley Do-Right (1999)
2128,2829,"Muse, The (1999)"
2129,2835,Chill Factor (1999)
2130,2836,Outside Providence (1999)
2131,2837,Bedrooms & Hallways (1998)
2132,2839,West Beirut (West Beyrouth) (1998)
2133,2840,Stigmata (1999)
2134,2841,Stir of Echoes (1999)
2135,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2136,2844,"Minus Man, The (1999)"
2137,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2138,2847,Only Angels Have Wings (1939)
2139,2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2140,2851,Saturn 3 (1980)
2141,2852,"Soldier's Story, A (1984)"
2142,2856,I Saw What You Did (1965)
2143,2857,Yellow Submarine (1968)
2144,2858,American Beauty (1999)
2145,2859,Stop Making Sense (1984)
2146,2860,Blue Streak (1999)
2147,2861,For Love of the Game (1999)
2148,2862,Caligula (1979)
2149,2863,"Hard Day's Night, A (1964)"
2150,2865,Sugar Town (1999)
2151,2866,"Buddy Holly Story, The (1978)"
2152,2867,Fright Night (1985)
2153,2868,Fright Night Part II (1988)
2154,2870,Barefoot in the Park (1967)
2155,2871,Deliverance (1972)
2156,2872,Excalibur (1981)
2157,2874,"Pajama Game, The (1957)"
2158,2875,Sommersby (1993)
2159,2876,Thumbelina (1994)
2160,2877,Tommy (1975)
2161,2878,Hell Night (1981)
2162,2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2163,2880,Armour of God (Long xiong hu di) (1987)
2164,2881,Double Jeopardy (1999)
2165,2882,Jakob the Liar (1999)
2166,2883,Mumford (1999)
2167,2884,Dog Park (1998)
2168,2885,Guinevere (1999)
2169,2886,"Adventures of Elmo in Grouchland, The (1999)"
2170,2887,Simon Sez (1999)
2171,2888,Drive Me Crazy (1999)
2172,2889,"Mystery, Alaska (1999)"
2173,2890,Three Kings (1999)
2174,2891,"Happy, Texas (1999)"
2175,2892,New Rose Hotel (1998)
2176,2893,Plunkett & MaCleane (1999)
2177,2894,Romance (1999)
2178,2896,Alvarez Kelly (1966)
2179,2897,And the Ship Sails On (E la nave va) (1983)
2180,2898,"Dark Half, The (1993)"
2181,2899,Gulliver's Travels (1939)
2182,2900,Monkey Shines (1988)
2183,2901,Phantasm (1979)
2184,2902,Psycho II (1983)
2185,2903,Psycho III (1986)
2186,2905,Sanjuro (Tsubaki Sanjûrô) (1962)
2187,2906,Random Hearts (1999)
2188,2907,Superstar (1999)
2189,2908,Boys Don't Cry (1999)
2190,2912,"Limey, The (1999)"
2191,2915,Risky Business (1983)
2192,2916,Total Recall (1990)
2193,2917,Body Heat (1981)
2194,2918,Ferris Bueller's Day Off (1986)
2195,2919,"Year of Living Dangerously, The (1982)"
2196,2921,High Plains Drifter (1973)
2197,2922,Hang 'Em High (1968)
2198,2924,Drunken Master (Jui kuen) (1978)
2199,2925,"Conformist, The (Conformista, Il) (1970)"
2200,2926,Hairspray (1988)
2201,2927,Brief Encounter (1946)
2202,2928,"Razor's Edge, The (1984)"
2203,2929,Reds (1981)
2204,2930,Return with Honor (1998)
2205,2931,Time of the Gypsies (Dom za vesanje) (1989)
2206,2932,Days of Heaven (1978)
2207,2935,"Lady Eve, The (1941)"
2208,2936,Sullivan's Travels (1941)
2209,2937,"Palm Beach Story, The (1942)"
2210,2940,Gilda (1946)
2211,2941,South Pacific (1958)
2212,2942,Flashdance (1983)
2213,2943,Indochine (1992)
2214,2944,"Dirty Dozen, The (1967)"
2215,2946,Help! (1965)
2216,2947,Goldfinger (1964)
2217,2948,From Russia with Love (1963)
2218,2949,Dr. No (1962)
2219,2950,"Blue Lagoon, The (1980)"
2220,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2221,2952,Sydney (Hard Eight) (1996)
2222,2953,Home Alone 2: Lost in New York (1992)
2223,2956,Someone to Watch Over Me (1987)
2224,2959,Fight Club (1999)
2225,2961,"Story of Us, The (1999)"
2226,2962,Fever Pitch (1997)
2227,2964,Julien Donkey-Boy (1999)
2228,2965,"Omega Code, The (1999)"
2229,2966,"Straight Story, The (1999)"
2230,2967,"Bad Seed, The (1956)"
2231,2968,Time Bandits (1981)
2232,2969,"Man and a Woman, A (Un homme et une femme) (1966)"
2233,2970,Fitzcarraldo (1982)
2234,2971,All That Jazz (1979)
2235,2972,Red Sorghum (Hong gao liang) (1987)
2236,2973,Crimes and Misdemeanors (1989)
2237,2974,Bats (1999)
2238,2975,"Best Man, The (1999)"
2239,2976,Bringing Out the Dead (1999)
2240,2977,Crazy in Alabama (1999)
2241,2978,Three to Tango (1999)
2242,2979,Body Shots (1999)
2243,2982,"Guardian, The (1990)"
2244,2983,"Ipcress File, The (1965)"
2245,2984,On Any Sunday (1971)
2246,2985,RoboCop (1987)
2247,2986,RoboCop 2 (1990)
2248,2987,Who Framed Roger Rabbit? (1988)
2249,2988,Melvin and Howard (1980)
2250,2989,For Your Eyes Only (1981)
2251,2990,Licence to Kill (1989)
2252,2991,Live and Let Die (1973)
2253,2992,Rawhead Rex (1986)
2254,2993,Thunderball (1965)
2255,2995,House on Haunted Hill (1999)
2256,2996,Music of the Heart (1999)
2257,2997,Being John Malkovich (1999)
2258,3000,Princess Mononoke (Mononoke-hime) (1997)
2259,3002,My Best Fiend (Mein liebster Feind) (1999)
2260,3003,Train of Life (Train de vie) (1998)
2261,3004,"Bachelor, The (1999)"
2262,3005,"Bone Collector, The (1999)"
2263,3006,"Insider, The (1999)"
2264,3007,American Movie (1999)
2265,3008,Last Night (1998)
2266,3010,Rosetta (1999)
2267,3011,"They Shoot Horses, Don't They? (1969)"
2268,3013,Bride of Re-Animator (1990)
2269,3014,Bustin' Loose (1981)
2270,3015,Coma (1978)
2271,3016,Creepshow (1982)
2272,3017,Creepshow 2 (1987)
2273,3018,Re-Animator (1985)
2274,3019,Drugstore Cowboy (1989)
2275,3020,Falling Down (1993)
2276,3021,"Funhouse, The (1981)"
2277,3022,"General, The (1926)"
2278,3024,Piranha (1978)
2279,3028,"Taming of the Shrew, The (1967)"
2280,3029,Nighthawks (1981)
2281,3030,Yojimbo (1961)
2282,3031,Repossessed (1990)
2283,3032,"Omega Man, The (1971)"
2284,3033,Spaceballs (1987)
2285,3034,Robin Hood (1973)
2286,3035,Mister Roberts (1955)
2287,3036,"Quest for Fire (Guerre du feu, La) (1981)"
2288,3037,Little Big Man (1970)
2289,3038,"Face in the Crowd, A (1957)"
2290,3039,Trading Places (1983)
2291,3040,Meatballs (1979)
2292,3041,Meatballs Part II (1984)
2293,3042,Meatballs III (1987)
2294,3043,Meatballs 4 (1992)
2295,3044,Dead Again (1991)
2296,3045,Peter's Friends (1992)
2297,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)"
2298,3048,Under the Rainbow (1981)
2299,3051,Anywhere But Here (1999)
2300,3052,Dogma (1999)
2301,3053,"Messenger: The Story of Joan of Arc, The (1999)"
2302,3054,Pokémon: The First Movie (1998)
2303,3055,Felicia's Journey (1999)
2304,3056,Oxygen (1999)
2305,3057,Where's Marlowe? (1998)
2306,3060,"Commitments, The (1991)"
2307,3061,Holiday Inn (1942)
2308,3062,"Longest Day, The (1962)"
2309,3063,Poison Ivy (1992)
2310,3064,Poison Ivy: New Seduction (1997)
2311,3066,Tora! Tora! Tora! (1970)
2312,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
2313,3068,"Verdict, The (1982)"
2314,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
2315,3071,Stand and Deliver (1988)
2316,3072,Moonstruck (1987)
2317,3073,"Sandpiper, The (1965)"
2318,3074,Jeremiah Johnson (1972)
2319,3075,Repulsion (1965)
2320,3076,Irma la Douce (1963)
2321,3077,42 Up (1998)
2322,3078,Liberty Heights (1999)
2323,3079,Mansfield Park (1999)
2324,3081,Sleepy Hollow (1999)
2325,3082,"World Is Not Enough, The (1999)"
2326,3083,All About My Mother (Todo sobre mi madre) (1999)
2327,3086,Babes in Toyland (1934)
2328,3087,Scrooged (1988)
2329,3088,Harvey (1950)
2330,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
2331,3090,Matewan (1987)
2332,3091,Kagemusha (1980)
2333,3093,McCabe & Mrs. Miller (1971)
2334,3094,Maurice (1987)
2335,3095,"Grapes of Wrath, The (1940)"
2336,3096,My Man Godfrey (1957)
2337,3097,"Shop Around the Corner, The (1940)"
2338,3098,"Natural, The (1984)"
2339,3099,Shampoo (1975)
2340,3100,"River Runs Through It, A (1992)"
2341,3101,Fatal Attraction (1987)
2342,3102,Jagged Edge (1985)
2343,3103,Stanley & Iris (1990)
2344,3104,Midnight Run (1988)
2345,3105,Awakenings (1990)
2346,3106,Come See the Paradise (1990)
2347,3107,Backdraft (1991)
2348,3108,"Fisher King, The (1991)"
2349,3109,"River, The (1984)"
2350,3111,Places in the Heart (1984)
2351,3112,'night Mother (1986)
2352,3113,End of Days (1999)
2353,3114,Toy Story 2 (1999)
2354,3115,Flawless (1999)
2355,3117,Ride with the Devil (1999)
2356,3120,"Distinguished Gentleman, The (1992)"
2357,3125,"End of the Affair, The (1999)"
2358,3127,Holy Smoke (1999)
2359,3129,Sweet and Lowdown (1999)
2360,3130,Bonfire of the Vanities (1990)
2361,3132,Daddy Long Legs (1919)
2362,3134,Grand Illusion (La grande illusion) (1937)
2363,3135,"Great Santini, The (1979)"
2364,3138,Stealing Home (1988)
2365,3141,"Two Jakes, The (1990)"
2366,3142,U2: Rattle and Hum (1988)
2367,3143,Hell in the Pacific (1968)
2368,3145,Cradle Will Rock (1999)
2369,3146,Deuce Bigalow: Male Gigolo (1999)
2370,3147,"Green Mile, The (1999)"
2371,3148,"Cider House Rules, The (1999)"
2372,3150,"War Zone, The (1999)"
2373,3152,"Last Picture Show, The (1971)"
2374,3153,"7th Voyage of Sinbad, The (1958)"
2375,3155,Anna and the King (1999)
2376,3156,Bicentennial Man (1999)
2377,3157,Stuart Little (1999)
2378,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
2379,3159,Fantasia 2000 (1999)
2380,3160,Magnolia (1999)
2381,3161,Onegin (1999)
2382,3162,Simpatico (1999)
2383,3163,Topsy-Turvy (1999)
2384,3165,Boiling Point (1993)
2385,3167,Carnal Knowledge (1971)
2386,3168,Easy Rider (1969)
2387,3169,The Falcon and the Snowman (1985)
2388,3171,Room at the Top (1959)
2389,3173,Any Given Sunday (1999)
2390,3174,Man on the Moon (1999)
2391,3175,Galaxy Quest (1999)
2392,3176,"Talented Mr. Ripley, The (1999)"
2393,3177,Next Friday (2000)
2394,3178,"Hurricane, The (1999)"
2395,3179,Angela's Ashes (1999)
2396,3181,Titus (1999)
2397,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
2398,3183,"Third Miracle, The (1999)"
2399,3185,Snow Falling on Cedars (1999)
2400,3186,"Girl, Interrupted (1999)"
2401,3189,My Dog Skip (1999)
2402,3190,Supernova (2000)
2403,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
2404,3194,"Way We Were, The (1973)"
2405,3196,Stalag 17 (1953)
2406,3197,"Presidio, The (1988)"
2407,3198,Papillon (1973)
2408,3200,"Last Detail, The (1973)"
2409,3201,Five Easy Pieces (1970)
2410,3203,Dead Calm (1989)
2411,3204,"Boys from Brazil, The (1978)"
2412,3206,Against All Odds (1984)
2413,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2414,3210,Fast Times at Ridgemont High (1982)
2415,3211,"Cry in the Dark, A (1988)"
2416,3213,Batman: Mask of the Phantasm (1993)
2417,3214,American Flyers (1985)
2418,3217,"Star Is Born, A (1937)"
2419,3219,Pacific Heights (1990)
2420,3221,"Draughtsman's Contract, The (1982)"
2421,3223,"Zed & Two Noughts, A (1985)"
2422,3224,Woman in the Dunes (Suna no onna) (1964)
2423,3225,Down to You (2000)
2424,3230,"Odessa File, The (1974)"
2425,3235,Where the Buffalo Roam (1980)
2426,3238,Eye of the Beholder (1999)
2427,3240,"Big Tease, The (1999)"
2428,3241,"Cup, The (Phörpa) (1999)"
2429,3243,Encino Man (1992)
2430,3244,"Goodbye Girl, The (1977)"
2431,3246,Malcolm X (1992)
2432,3247,Sister Act (1992)
2433,3248,Sister Act 2: Back in the Habit (1993)
2434,3249,"Hand That Rocks the Cradle, The (1992)"
2435,3250,Alive (1993)
2436,3251,Agnes of God (1985)
2437,3252,Scent of a Woman (1992)
2438,3253,Wayne's World (1992)
2439,3254,Wayne's World 2 (1993)
2440,3255,"League of Their Own, A (1992)"
2441,3256,Patriot Games (1992)
2442,3257,"Bodyguard, The (1992)"
2443,3258,Death Becomes Her (1992)
2444,3259,Far and Away (1992)
2445,3260,Howards End (1992)
2446,3261,Singles (1992)
2447,3262,Twin Peaks: Fire Walk with Me (1992)
2448,3263,White Men Can't Jump (1992)
2449,3264,Buffy the Vampire Slayer (1992)
2450,3265,Hard-Boiled (Lat sau san taam) (1992)
2451,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2452,3267,"Mariachi, El (1992)"
2453,3268,Stop! Or My Mom Will Shoot (1992)
2454,3269,Forever Young (1992)
2455,3270,"Cutting Edge, The (1992)"
2456,3271,Of Mice and Men (1992)
2457,3272,Bad Lieutenant (1992)
2458,3273,Scream 3 (2000)
2459,3274,Single White Female (1992)
2460,3275,"Boondock Saints, The (2000)"
2461,3276,Gun Shy (2000)
2462,3280,"Baby, The (1973)"
2463,3281,"Brandon Teena Story, The (1998)"
2464,3283,Minnie and Moskowitz (1971)
2465,3284,They Might Be Giants (1971)
2466,3285,"Beach, The (2000)"
2467,3286,Snow Day (2000)
2468,3287,"Tigger Movie, The (2000)"
2469,3289,Not One Less (Yi ge dou bu neng shao) (1999)
2470,3294,Eaten Alive (1977)
2471,3295,Raining Stones (1993)
2472,3296,To Sir with Love (1967)
2473,3298,Boiler Room (2000)
2474,3299,Hanging Up (2000)
2475,3300,Pitch Black (2000)
2476,3301,"Whole Nine Yards, The (2000)"
2477,3302,Beautiful People (1999)
2478,3303,Black Tar Heroin: The Dark End of the Street (2000)
2479,3306,"Circus, The (1928)"
2480,3307,City Lights (1931)
2481,3308,"Flamingo Kid, The (1984)"
2482,3310,"Kid, The (1921)"
2483,3313,Class Reunion (1982)
2484,3315,Happy Go Lovely (1951)
2485,3316,Reindeer Games (2000)
2486,3317,Wonder Boys (2000)
2487,3323,Chain of Fools (2000)
2488,3324,Drowning Mona (2000)
2489,3325,"Next Best Thing, The (2000)"
2490,3326,What Planet Are You From? (2000)
2491,3327,Beyond the Mat (1999)
2492,3328,Ghost Dog: The Way of the Samurai (1999)
2493,3329,The Year My Voice Broke (1987)
2494,3330,Splendor in the Grass (1961)
2495,3331,My Tutor (1983)
2496,3334,Key Largo (1948)
2497,3341,Born Yesterday (1950)
2498,3342,Birdy (1984)
2499,3344,Blood Feast (1963)
2500,3345,"Charlie, the Lonesome Cougar (1967)"
2501,3347,Never Cry Wolf (1983)
2502,3350,"Raisin in the Sun, A (1961)"
2503,3353,"Closer You Get, The (2000)"
2504,3354,Mission to Mars (2000)
2505,3355,"Ninth Gate, The (1999)"
2506,3357,East-West (Est-ouest) (1999)
2507,3358,Defending Your Life (1991)
2508,3359,Breaking Away (1979)
2509,3360,Hoosiers (a.k.a. Best Shot) (1986)
2510,3361,Bull Durham (1988)
2511,3362,Dog Day Afternoon (1975)
2512,3363,American Graffiti (1973)
2513,3364,"Asphalt Jungle, The (1950)"
2514,3365,"Searchers, The (1956)"
2515,3368,"Big Country, The (1958)"
2516,3370,Betrayed (1988)
2517,3372,"Bridge at Remagen, The (1969)"
2518,3374,Daughters of the Dust (1991)
2519,3378,"Ogre, The (Unhold, Der) (1996)"
2520,3379,On the Beach (1959)
2521,3384,"Taking of Pelham One Two Three, The (1974)"
2522,3385,Volunteers (1985)
2523,3386,JFK (1991)
2524,3387,Who's Harry Crumb? (1989)
2525,3388,Harry and the Hendersons (1987)
2526,3389,Let's Get Harry (1986)
2527,3390,Shanghai Surprise (1986)
